TRANSCRIPT	NS_POLY	S_POLY	NS_FIX	S_FIX	codons	final_NI	alpha	final_FET
FBtr0070542	23	22	12	33	269	2.8750	-1.875	0.0299 
FBtr0070543	2	11	14	7	96	0.0909	0.9091	0.0052 
FBtr0070546	6	23	46	27	177	0.1531	0.8469	0.0001 
FBtr0070550	46	111	23	55	812	0.9910	0.00900000000000001	1.0000 
FBtr0070551	18	28	30	21	244	0.4500	0.55	0.0680 
FBtr0070552	28	43	8	20	270	1.6279	-0.6279	0.3603 
FBtr0070553	11	29	17	20	293	0.4462	0.5538	0.1040 
FBtr0070554	11	19	10	9	238	0.5211	0.4789	0.3759 
FBtr0070555	15	37	25	31	272	0.5027	0.4973	0.1118 
FBtr0070556	5	40	5	22	301	0.5500	0.45	0.4859 
FBtr0070557	131	62	11	7	148	1.3446	-0.3446	0.6030 
FBtr0070558	10	35	2	21	249	3.0000	-2	0.1998 
FBtr0070559	28	131	9	183	946	4.3461	-3.3461	0.0001 
FBtr0070560	28	131	9	183	946	4.3461	-3.3461	0.0001 
FBtr0070561	17	33	9	12	264	0.6869	0.3131	0.5911 
FBtr0070562	18	99	3	44	736	2.6667	-1.6667	0.1943 
FBtr0070563	9	29	35	30	232	0.2660	0.734	0.0037 
FBtr0070564	17	29	1	8	167	4.6897	-3.6897	0.2441 
FBtr0070565	18	33	8	16	317	1.0909	-0.0909	1.0000 
FBtr0070566	20	38	17	39	330	1.2074	-0.2074	0.6919 
FBtr0070567	29	42	12	15	258	0.8631	0.1369	0.8203 
FBtr0070568	16	60	11	36	436	0.8727	0.1273	0.8240 
FBtr0070569	40	76	69	51	634	0.3890	0.611	0.0004 
FBtr0070570	8	18	11	11	110	0.4444	0.5556	0.2393 
FBtr0070571	8	18	11	11	110	0.4444	0.5556	0.2393 
FBtr0070575	3	47	1	32	395	2.0426	-1.0426	1.0000 
FBtr0070577	4	18	3	9	159	0.6667	0.3333	0.6769 
FBtr0070578	27	27	41	15	575	0.3659	0.6341	0.0181 
FBtr0070579	27	27	41	15	575	0.3659	0.6341	0.0181 
FBtr0070582	1	14	0	4	198	0.0000	1	1.0000 
FBtr0070583	1	13	0	4	201	0.0000	1	1.0000 
FBtr0070584	1	13	0	4	201	0.0000	1	1.0000 
FBtr0070586	19	62	26	54	497	0.6365	0.3635	0.2224 
FBtr0070587	19	61	26	54	496	0.6469	0.3531	0.2914 
FBtr0070588	27	47	10	25	550	1.4362	-0.4362	0.5172 
FBtr0070589	2	86	1	39	479	0.9070	0.093	1.0000 
FBtr0070590	6	21	8	11	191	0.3929	0.6071	0.1988 
FBtr0070591	368	260	7	70	682	14.1538	-13.1538	0.0000 
FBtr0070592	6	94	1	67	662	4.2766	-3.2766	0.2432 
FBtr0070596	5	61	6	23	1254	0.3142	0.6858	0.0853 
FBtr0070597	5	17	33	7	378	0.0624	0.9376	0.0000 
FBtr0070598	5	17	33	7	378	0.0624	0.9376	0.0000 
FBtr0070601	10	17	14	11	399	0.4622	0.5378	0.2655 
FBtr0070602	15	30	4	8	352	1.0000	0	1.0000 
FBtr0070605	11	75	5	13	649	0.3813	0.6187	0.1467 
FBtr0070606	43	245	19	91	1704	0.8406	0.1594	0.6430 
FBtr0070608	27	99	22	39	801	0.4835	0.5165	0.0502 
FBtr0070609	22	73	33	39	808	0.3562	0.6438	0.0027 
FBtr0070610	22	73	33	39	808	0.3562	0.6438	0.0027 
FBtr0070611	0	26	0	11	350	0.0000	1	1.0000 
FBtr0070612	30	67	7	35	480	2.2388	-1.2388	0.0965 
FBtr0070613	23	14	42	40	380	1.5646	-0.5646	0.3219 
FBtr0070616	2	7	18	10	269	0.1587	0.8413	0.0524 
FBtr0070617	1	7	18	6	235	0.0476	0.9524	0.0032 
FBtr0070618	2	7	18	10	269	0.1587	0.8413	0.0524 
FBtr0070619	2	7	16	8	238	0.1429	0.8571	0.0469 
FBtr0070624	26	67	7	25	583	1.3859	-0.3859	0.6432 
FBtr0070625	8	80	7	40	631	0.5714	0.4286	0.3898 
FBtr0070626	148	224	58	171	2681	1.9480	-0.948	0.0003 
FBtr0070627	16	46	12	54	858	1.5652	-0.5652	0.3926 
FBtr0070631	31	89	26	36	743	0.4823	0.5177	0.0296 
FBtr0070632	30	87	28	36	737	0.4433	0.5567	0.0192 
FBtr0070633	29	87	28	36	734	0.4286	0.5714	0.0121 
FBtr0070637	114	50	39	16	234	0.9354	0.0646	1.0000 
FBtr0070638	15	39	9	17	325	0.7265	0.2735	0.6057 
FBtr0070639	0	5	0	5	129	0.0000	1	1.0000 
FBtr0070640	1	4	0	4	97	0.0000	1	1.0000 
FBtr0070641	0	5	0	5	129	0.0000	1	1.0000 
FBtr0070642	9	20	3	13	188	1.9500	-0.95	0.4913 
FBtr0070643	94	136	64	84	1903	0.9072	0.0928	0.6701 
FBtr0070644	7	38	2	12	306	1.1053	-0.1053	1.0000 
FBtr0070645	50	175	112	100	1181	0.2551	0.7449	0.0000 
FBtr0070646	3	6	5	12	149	1.2000	-0.2	1.0000 
FBtr0070647	31	10	68	32	475	1.4588	-0.4588	0.4222 
FBtr0070648	16	42	556	263	583	0.1802	0.8198	0.0000 
FBtr0070650	5	124	1	59	1095	2.3790	-1.379	0.6665 
FBtr0070651	5	124	1	59	1095	2.3790	-1.379	0.6665 
FBtr0070652	17	113	6	46	937	1.1534	-0.1534	1.0000 
FBtr0070653	30	10	10	3	128	0.9000	0.1	1.0000 
FBtr0070654	31	34	104	38	418	0.3331	0.6669	0.0005 
FBtr0070655	0	5	1	10	64	0.0000	1	1.0000 
FBtr0070656	35	114	19	50	942	0.8079	0.1921	0.6131 
FBtr0070657	6	15	4	5	94	0.5000	0.5	0.4311 
FBtr0070658	19	47	169	87	548	0.2081	0.7919	0.0000 
FBtr0070659	2	3	48	9	77	0.1250	0.875	0.0456 
FBtr0070660	2	7	5	7	99	0.4000	0.6	0.6424 
FBtr0070661	3	7	26	10	123	0.1648	0.8352	0.0249 
FBtr0070663	19	25	8	5	201	0.4750	0.525	0.3455 
FBtr0070664	22	16	7	8	152	1.5714	-0.5714	0.5467 
FBtr0070665	5	105	6	44	873	0.3492	0.6508	0.0993 
FBtr0070666	6	93	6	39	773	0.4194	0.5806	0.1924 
FBtr0070667	7	91	5	39	810	0.6000	0.4	0.5150 
FBtr0070668	6	51	3	29	541	1.1373	-0.1373	1.0000 
FBtr0070669	22	76	28	45	746	0.4652	0.5348	0.0278 
FBtr0070670	15	41	5	22	296	1.6098	-0.6098	0.5848 
FBtr0070671	9	87	37	43	788	0.1202	0.8798	0.0000 
FBtr0070672	14	72	978	461	903	0.0917	0.9083	0.0000 
FBtr0070674	15	85	4	17	595	0.7500	0.25	0.7414 
FBtr0070675	5	28	4	7	208	0.3125	0.6875	0.1954 
FBtr0070676	8	54	78	52	508	0.0988	0.9012	0.0000 
FBtr0070677	19	32	9	15	246	0.9896	0.0104	1.0000 
FBtr0070678	1	46	2	9	252	0.0978	0.9022	0.0891 
FBtr0070679	40	84	15	38	620	1.2063	-0.2063	0.7233 
FBtr0070680	53	188	2069	879	1781	0.1198	0.8802	0.0000 
FBtr0070681	57	69	16	38	659	1.9620	-0.962	0.0680 
FBtr0070682	6	16	5	17	180	1.2750	-0.275	1.0000 
FBtr0070683	1	76	3	55	801	0.2412	0.7588	0.3139 
FBtr0070684	1	76	3	55	801	0.2412	0.7588	0.3139 
FBtr0070685	84	143	76	76	1404	0.5874	0.4126	0.0146 
FBtr0070686	1	60	2	31	478	0.2583	0.7417	0.2810 
FBtr0070687	1	60	2	31	478	0.2583	0.7417	0.2810 
FBtr0070688	14	47	2	15	340	2.2340	-1.234	0.4993 
FBtr0070689	65	68	29	50	707	1.6481	-0.6481	0.0888 
FBtr0070690	14	14	50	33	340	0.6600	0.34	0.3815 
FBtr0070691	7	20	0	17	167	0.0000	1	0.0324 
FBtr0070692	20	22	13	32	247	2.2378	-1.2378	0.0816 
FBtr0070693	25	106	5	36	584	1.6981	-0.6981	0.3565 
FBtr0070696	435	204	37	17	376	0.9797	0.0203	1.0000 
FBtr0070697	15	21	40	22	231	0.3929	0.6071	0.0355 
FBtr0070698	7	21	10	25	213	0.8333	0.1667	0.7834 
FBtr0070699	5	68	5	30	465	0.4412	0.5588	0.2879 
FBtr0070701	22	50	16	30	430	0.8250	0.175	0.6884 
FBtr0070702	41	162	12	74	1158	1.5607	-0.5607	0.2464 
FBtr0070703	150	71	2	2	116	2.1127	-1.1127	0.5971 
FBtr0070704	0	7	0	5	89	0.0000	1	1.0000 
FBtr0070705	0	7	0	5	89	0.0000	1	1.0000 
FBtr0070706	0	7	0	5	89	0.0000	1	1.0000 
FBtr0070707	0	7	0	5	89	0.0000	1	1.0000 
FBtr0070708	3	40	0	12	399	0.0000	1	1.0000 
FBtr0070709	3	40	0	12	399	0.0000	1	1.0000 
FBtr0070710	3	34	0	9	328	0.0000	1	1.0000 
FBtr0070711	10	40	0	12	438	0.0000	1	0.1864 
FBtr0070712	16	56	8	35	476	1.2500	-0.25	0.8131 
FBtr0070713	34	58	10	39	543	2.2862	-1.2862	0.0562 
FBtr0070714	34	58	10	39	543	2.2862	-1.2862	0.0562 
FBtr0070715	25	84	17	26	479	0.4552	0.5448	0.0458 
FBtr0070716	8	28	24	21	226	0.2500	0.75	0.0060 
FBtr0070717	25	23	144	54	433	0.4076	0.5924	0.0087 
FBtr0070721	10	69	6	34	525	0.8213	0.1787	0.7790 
FBtr0070723	15	23	15	55	576	2.3913	-1.3913	0.0708 
FBtr0070724	71	257	19	99	1756	1.4395	-0.4395	0.2294 
FBtr0070725	49	242	14	95	1607	1.3740	-0.374	0.3592 
FBtr0070727	17	32	19	26	283	0.7270	0.273	0.5263 
FBtr0070728	44	42	30	38	605	1.3270	-0.327	0.4195 
FBtr0070729	44	42	30	38	605	1.3270	-0.327	0.4195 
FBtr0070731	1076	499	1072	470	1649	0.9454	0.0546	0.4861 
FBtr0070734	74	19	87	27	318	1.2087	-0.2087	0.6170 
FBtr0070735	19	46	16	18	311	0.4647	0.5353	0.1204 
FBtr0070736	12	29	68	26	269	0.1582	0.8418	0.0000 
FBtr0070738	37	124	19	57	1297	0.8952	0.1048	0.7451 
FBtr0070739	32	111	20	53	1171	0.7640	0.236	0.5012 
FBtr0070740	18	91	457	184	884	0.0796	0.9204	0.0000 
FBtr0070741	29	45	44	30	323	0.4394	0.5606	0.0210 
FBtr0070742	12	44	0	26	415	0.0000	1	0.0079 
FBtr0070745	113	414	65	161	3491	0.6761	0.3239	0.0318 
FBtr0070748	1	22	3	22	216	0.3333	0.6667	0.6099 
FBtr0070749	1	15	0	14	107	0.0000	1	1.0000 
FBtr0070750	33	42	60	62	441	0.8119	0.1881	0.5570 
FBtr0070751	20	48	16	30	422	0.7812	0.2188	0.5465 
FBtr0070752	79	108	199	91	881	0.3345	0.6655	0.0000 
FBtr0070753	79	108	199	91	881	0.3345	0.6655	0.0000 
FBtr0070755	4	6	25	16	144	0.4267	0.5733	0.2952 
FBtr0070756	1	54	4	24	354	0.1111	0.8889	0.0422 
FBtr0070757	24	35	52	22	245	0.2901	0.7099	0.0008 
FBtr0070758	30	103	113	102	732	0.2629	0.7371	0.0000 
FBtr0070759	4	100	11	66	578	0.2400	0.76	0.0146 
FBtr0070762	12	108	9	70	819	0.8642	0.1358	0.8154 
FBtr0070763	73	89	36	32	615	0.7291	0.2709	0.3121 
FBtr0070764	0	29	0	8	170	0.0000	1	1.0000 
FBtr0070772	25	135	42	85	1011	0.3748	0.6252	0.0007 
FBtr0070773	25	135	42	85	1011	0.3748	0.6252	0.0007 
FBtr0070774	25	135	42	85	1011	0.3748	0.6252	0.0007 
FBtr0070775	25	135	42	85	1011	0.3748	0.6252	0.0007 
FBtr0070776	6	22	3	15	152	1.3636	-0.3636	1.0000 
FBtr0070777	75	81	36	29	520	0.7459	0.2541	0.3763 
FBtr0070778	11	78	4	39	435	1.3750	-0.375	0.7728 
FBtr0070779	14	33	7	9	182	0.5455	0.4545	0.3637 
FBtr0070780	6	19	1	7	148	2.2105	-1.2105	0.6518 
FBtr0070781	18	113	12	42	698	0.5575	0.4425	0.1883 
FBtr0070782	74	134	155	88	855	0.3135	0.6865	0.0000 
FBtr0070783	1	27	0	9	147	0.0000	1	1.0000 
FBtr0070784	9	61	3	21	440	1.0328	-0.0327999999999999	1.0000 
FBtr0070785	9	70	3	24	494	1.0286	-0.0286	1.0000 
FBtr0070791	20	29	7	24	197	2.3645	-1.3645	0.1447 
FBtr0070792	59	68	79	48	504	0.5272	0.4728	0.0165 
FBtr0070793	66	74	82	58	560	0.6309	0.3691	0.0723 
FBtr0070794	9	57	13	23	582	0.2794	0.7206	0.0118 
FBtr0070795	783	404	16	20	604	2.4226	-1.4226	0.0117 
FBtr0070797	11	103	9	55	641	0.6526	0.3474	0.4591 
FBtr0070798	30	91	11	47	634	1.4086	-0.4086	0.4501 
FBtr0070799	27	80	27	50	989	0.6250	0.375	0.1891 
FBtr0070800	1	7	1	3	123	0.4286	0.5714	1.0000 
FBtr0070801	1	7	1	3	123	0.4286	0.5714	1.0000 
FBtr0070802	21	71	14	42	444	0.8873	0.1127	0.8425 
FBtr0070804	1	34	0	11	257	0.0000	1	1.0000 
FBtr0070806	32	55	22	37	477	0.9785	0.0215	1.0000 
FBtr0070807	25	72	9	58	985	2.2377	-1.2377	0.0770 
FBtr0070808	8	16	1	9	251	4.5000	-3.5	0.2250 
FBtr0070809	9	30	9	16	350	0.5333	0.4667	0.3931 
FBtr0070813	17	49	19	22	368	0.4017	0.5983	0.0361 
FBtr0070814	110	81	40	34	633	1.1543	-0.1543	0.6788 
FBtr0070815	17	24	3	7	145	1.6528	-0.6528	0.7208 
FBtr0070816	14	37	15	27	307	0.6811	0.3189	0.5005 
FBtr0070817	71	108	13	29	870	1.4665	-0.4665	0.3775 
FBtr0070819	34	36	13	11	232	0.7991	0.2009	0.8134 
FBtr0070820	32	20	49	25	287	0.8163	0.1837	0.7060 
FBtr0070821	16	47	16	28	494	0.5957	0.4043	0.2841 
FBtr0070822	0	20	0	8	376	0.0000	1	1.0000 
FBtr0070823	0	20	0	8	376	0.0000	1	1.0000 
FBtr0070824	23	65	5	28	494	1.9815	-0.9815	0.2352 
FBtr0070825	9	70	8	27	547	0.4339	0.5661	0.1533 
FBtr0070826	6	55	1	20	504	2.1818	-1.1818	0.6714 
FBtr0070827	25	90	10	36	537	1.0000	0	1.0000 
FBtr0070828	13	61	5	35	558	1.4918	-0.4918	0.5952 
FBtr0070829	25	77	39	53	827	0.4412	0.5588	0.0095 
FBtr0070830	16	89	3	42	674	2.5169	-1.5169	0.1865 
FBtr0070832	22	34	7	17	216	1.5714	-0.5714	0.4538 
FBtr0070833	100	145	36	68	1105	1.3027	-0.3027	0.3371 
FBtr0070836	11	36	5	16	441	0.9778	0.0222	1.0000 
FBtr0070837	1	30	28	35	359	0.0417	0.9583	0.0000 
FBtr0070838	1	30	28	35	359	0.0417	0.9583	0.0000 
FBtr0070839	1	30	28	35	359	0.0417	0.9583	0.0000 
FBtr0070840	5	7	22	11	155	0.3571	0.6429	0.1752 
FBtr0070841	31	102	50	66	1260	0.4012	0.5988	0.0011 
FBtr0070842	31	102	50	66	1260	0.4012	0.5988	0.0011 
FBtr0070843	5	63	2	26	531	1.0317	-0.0317000000000001	1.0000 
FBtr0070844	29	144	8	50	921	1.2587	-0.2587	0.6827 
FBtr0070845	15	114	2	42	725	2.7632	-1.7632	0.2445 
FBtr0070846	10	81	1	35	556	4.3210	-3.321	0.1779 
FBtr0070847	57	155	14	61	980	1.6023	-0.6023	0.1654 
FBtr0070848	10	56	5	16	392	0.5714	0.4286	0.3439 
FBtr0070849	5	15	5	13	197	0.8667	0.1333	1.0000 
FBtr0070850	11	31	1	12	229	4.2581	-3.2581	0.2554 
FBtr0070851	11	31	1	12	229	4.2581	-3.2581	0.2554 
FBtr0070852	13	40	3	21	312	2.2750	-1.275	0.3637 
FBtr0070858	21	54	19	47	672	0.9620	0.038	1.0000 
FBtr0070859	16	14	72	21	351	0.3333	0.6667	0.0187 
FBtr0070861	14	44	15	17	304	0.3606	0.6394	0.0350 
FBtr0070862	12	29	8	23	314	1.1897	-0.1897	0.7959 
FBtr0070863	29	45	21	24	355	0.7365	0.2635	0.4490 
FBtr0070864	25	38	13	15	307	0.7591	0.2409	0.6465 
FBtr0070865	29	158	8	64	1058	1.4684	-0.4684	0.4319 
FBtr0070866	10	81	3	37	540	1.5226	-0.5226	0.7534 
FBtr0070867	0	18	1	17	182	0.0000	1	1.0000 
FBtr0070871	6	15	8	9	183	0.4500	0.55	0.3176 
FBtr0070872	16	98	1	47	841	7.6735	-6.6735	0.0241 
FBtr0070873	16	98	1	47	841	7.6735	-6.6735	0.0241 
FBtr0070874	9	63	2	25	352	1.7857	-0.7857	0.7223 
FBtr0070875	9	63	2	25	352	1.7857	-0.7857	0.7223 
FBtr0070877	0	24	0	3	174	0.0000	1	1.0000 
FBtr0070878	55	101	28	28	551	0.5446	0.4554	0.0572 
FBtr0070879	37	107	14	36	558	0.8892	0.1108	0.8522 
FBtr0070880	73	112	16	41	517	1.6702	-0.6702	0.1570 
FBtr0070881	56	80	21	32	523	1.0667	-0.0667	0.8706 
FBtr0070884	23	49	6	16	451	1.2517	-0.2517	0.7951 
FBtr0070886	13	31	2	15	261	3.1452	-2.1452	0.1959 
FBtr0070887	6	29	0	9	193	0.0000	1	0.3191 
FBtr0070888	4	46	0	19	283	0.0000	1	0.5692 
FBtr0070889	19	32	36	27	331	0.4453	0.5547	0.0398 
FBtr0070890	0	55	0	14	363	0.0000	1	1.0000 
FBtr0070891	15	71	1	18	369	3.8028	-2.8028	0.2935 
FBtr0070892	178	229	55	93	1836	1.3143	-0.3143	0.1744 
FBtr0070893	3	36	0	11	336	0.0000	1	1.0000 
FBtr0070894	2	40	18	27	323	0.0750	0.925	0.0001 
FBtr0070895	12	19	11	23	221	1.3206	-0.3206	0.6143 
FBtr0070896	14	188	30	105	1829	0.2606	0.7394	0.0001 
FBtr0070897	28	39	10	29	420	2.0821	-1.0821	0.1410 
FBtr0070898	30	62	10	38	499	1.8387	-0.8387	0.1703 
FBtr0070899	24	106	24	49	836	0.4623	0.5377	0.0253 
FBtr0070900	9	55	4	16	295	0.6545	0.3455	0.4983 
FBtr0070901	94	198	34	91	1507	1.2706	-0.2706	0.3544 
FBtr0070903	20	39	20	24	402	0.6154	0.3846	0.3071 
FBtr0070904	20	39	20	24	402	0.6154	0.3846	0.3071 
FBtr0070905	2	30	9	29	381	0.2148	0.7852	0.0552 
FBtr0070906	12	58	13	24	495	0.3820	0.618	0.0537 
FBtr0070907	2	50	4	22	442	0.2200	0.78	0.0914 
FBtr0070908	13	109	8	42	833	0.6261	0.3739	0.3194 
FBtr0070909	5	105	5	40	810	0.3810	0.619	0.1553 
FBtr0070910	5	105	5	40	810	0.3810	0.619	0.1553 
FBtr0070912	26	45	13	22	319	0.9778	0.0222	1.0000 
FBtr0070913	3	68	2	23	394	0.5074	0.4926	0.6026 
FBtr0070914	13	106	2	33	728	2.0236	-1.0236	0.5226 
FBtr0070915	0	35	0	3	271	0.0000	1	1.0000 
FBtr0070916	0	35	0	3	271	0.0000	1	1.0000 
FBtr0070918	49	71	14	29	447	1.4296	-0.4296	0.3672 
FBtr0070921	2	36	3	18	296	0.3333	0.6667	0.3365 
FBtr0070922	15	59	42	33	545	0.1998	0.8002	0.0000 
FBtr0070924	2	13	1	2	154	0.3077	0.6923	0.4424 
FBtr0070925	28	80	18	41	552	0.7972	0.2028	0.5879 
FBtr0070926	2	38	7	21	297	0.1579	0.8421	0.0270 
FBtr0070927	2	38	7	21	297	0.1579	0.8421	0.0270 
FBtr0070930	8	95	15	54	875	0.3032	0.6968	0.0114 
FBtr0070933	0	42	0	11	195	0.0000	1	1.0000 
FBtr0070937	7	45	6	15	400	0.3889	0.6111	0.1763 
FBtr0070938	7	45	6	15	400	0.3889	0.6111	0.1763 
FBtr0070943	11	25	13	24	259	0.8123	0.1877	0.8042 
FBtr0070944	11	26	13	25	265	0.8136	0.1864	0.8054 
FBtr0070945	15	81	71	50	681	0.1304	0.8696	0.0000 
FBtr0070946	35	98	22	48	613	0.7792	0.2208	0.5115 
FBtr0070947	33	90	20	44	526	0.8067	0.1933	0.6083 
FBtr0070948	45	167	14	54	977	1.0393	-0.0392999999999999	1.0000 
FBtr0070950	42	72	514	219	688	0.2485	0.7515	0.0000 
FBtr0070951	4	23	5	17	231	0.5913	0.4087	0.7126 
FBtr0070952	6	134	6	43	817	0.3209	0.6791	0.0816 
FBtr0070953	7	88	0	25	495	0.0000	1	0.3426 
FBtr0070954	5	82	0	23	467	0.0000	1	0.5817 
FBtr0070955	4	79	3	31	499	0.5232	0.4768	0.4128 
FBtr0070956	18	91	22	43	712	0.3866	0.6134	0.0147 
FBtr0070957	18	91	22	43	712	0.3866	0.6134	0.0147 
FBtr0070959	43	131	14	60	1132	1.4068	-0.4068	0.4097 
FBtr0070960	11	59	1	33	535	6.1525	-5.1525	0.0979 
FBtr0070961	210	198	461	237	3249	0.5453	0.4547	0.0000 
FBtr0070962	210	198	461	237	3249	0.5453	0.4547	0.0000 
FBtr0070963	8	27	2	16	219	2.3704	-1.3704	0.4639 
FBtr0070964	16	126	4	54	1073	1.7143	-0.7143	0.4425 
FBtr0070965	16	126	4	54	1073	1.7143	-0.7143	0.4425 
FBtr0070966	16	126	4	54	1073	1.7143	-0.7143	0.4425 
FBtr0070967	16	126	4	54	1073	1.7143	-0.7143	0.4425 
FBtr0070968	16	126	4	54	1073	1.7143	-0.7143	0.4425 
FBtr0070969	32	165	8	54	1123	1.3091	-0.3091	0.6872 
FBtr0070970	18	77	12	33	511	0.6429	0.3571	0.3779 
FBtr0070972	92	346	290	193	3208	0.1770	0.823	0.0000 
FBtr0070973	16	52	9	23	371	0.7863	0.2137	0.6283 
FBtr0070974	17	67	9	30	598	0.8458	0.1542	0.8131 
FBtr0070978	4	44	10	23	452	0.2091	0.7909	0.0157 
FBtr0070980	0	13	0	1	186	0.0000	1	1.0000 
FBtr0070981	0	13	0	1	186	0.0000	1	1.0000 
FBtr0070982	0	13	0	1	186	0.0000	1	1.0000 
FBtr0070983	0	13	0	1	186	0.0000	1	1.0000 
FBtr0070984	7	82	3	22	632	0.6260	0.374	0.4552 
FBtr0070985	7	82	3	22	632	0.6260	0.374	0.4552 
FBtr0070986	7	82	3	22	632	0.6260	0.374	0.4552 
FBtr0070987	4	26	1	7	316	1.0769	-0.0769	1.0000 
FBtr0070988	21	104	757	355	1020	0.0947	0.9053	0.0000 
FBtr0070989	37	41	16	22	356	1.2409	-0.2409	0.6921 
FBtr0070990	5	18	2	10	175	1.3889	-0.3889	1.0000 
FBtr0070991	21	46	14	31	433	1.0109	-0.0108999999999999	1.0000 
FBtr0070992	4	20	1	8	162	1.6000	-0.6	1.0000 
FBtr0070993	7	33	15	21	230	0.2970	0.703	0.0247 
FBtr0070994	45	150	12	46	933	1.1500	-0.15	0.8581 
FBtr0070995	9	41	12	25	380	0.4573	0.5427	0.1359 
FBtr0071003	36	97	14	43	678	1.1399	-0.1399	0.8576 
FBtr0071004	10	16	0	6	149	0.0000	1	0.1422 
FBtr0071005	0	37	3	25	367	0.0000	1	0.0750 
FBtr0071006	0	37	3	25	367	0.0000	1	0.0750 
FBtr0071007	3	17	2	3	79	0.2647	0.7353	0.2522 
FBtr0071008	3	17	2	3	79	0.2647	0.7353	0.2522 
FBtr0071009	2	30	3	11	210	0.2444	0.7556	0.1565 
FBtr0071010	16	41	3	13	247	1.6911	-0.6911	0.5367 
FBtr0071013	14	83	2	31	525	2.6145	-1.6145	0.3564 
FBtr0071014	14	83	2	31	525	2.6145	-1.6145	0.3564 
FBtr0071015	11	18	4	12	175	1.8333	-0.8333	0.5138 
FBtr0071017	28	116	11	50	703	1.0972	-0.0972	1.0000 
FBtr0071018	28	116	11	50	703	1.0972	-0.0972	1.0000 
FBtr0071019	11	42	15	22	397	0.3841	0.6159	0.0585 
FBtr0071020	18	43	5	20	313	1.6744	-0.6744	0.4312 
FBtr0071032	26	56	12	28	431	1.0833	-0.0832999999999999	1.0000 
FBtr0071033	5	47	2	25	415	1.3298	-0.3298	1.0000 
FBtr0071034	9	58	18	23	357	0.1983	0.8017	0.0006 
FBtr0071035	9	73	18	29	434	0.1986	0.8014	0.0005 
FBtr0071036	0	45	2	17	362	0.0000	1	0.0848 
FBtr0071037	0	45	2	17	362	0.0000	1	0.0848 
FBtr0071038	3	45	4	7	238	0.1167	0.8833	0.0183 
FBtr0071039	36	79	21	23	537	0.4991	0.5009	0.0652 
FBtr0071040	12	14	5	7	187	1.2000	-0.2	1.0000 
FBtr0071041	32	54	26	24	430	0.5470	0.453	0.1075 
FBtr0071042	6	31	5	9	303	0.3484	0.6516	0.1484 
FBtr0071046	13	27	30	18	232	0.2889	0.7111	0.0059 
FBtr0071047	27	49	7	20	309	1.5743	-0.5743	0.4764 
FBtr0071048	24	65	19	26	680	0.5053	0.4947	0.0815 
FBtr0071049	14	65	9	38	620	0.9094	0.0906	1.0000 
FBtr0071051	14	50	51	49	606	0.2690	0.731	0.0003 
FBtr0071052	4	17	1	7	298	1.6471	-0.6471	1.0000 
FBtr0071053	1	14	0	6	231	0.0000	1	1.0000 
FBtr0071054	12	9	17	10	210	0.7843	0.2157	0.7701 
FBtr0071055	3	25	4	9	178	0.2700	0.73	0.1807 
FBtr0071056	15	7	22	9	122	0.8766	0.1234	1.0000 
FBtr0071057	15	89	3	37	601	2.0787	-1.0787	0.3993 
FBtr0071058	4	7	0	4	65	0.0000	1	0.5165 
FBtr0071059	5	10	2	2	60	0.5000	0.5	0.6027 
FBtr0071060	11	8	1	5	68	6.8750	-5.875	0.1602 
FBtr0071063	15	18	59	30	374	0.4237	0.5763	0.0594 
FBtr0071064	7	5	3	6	104	2.8000	-1.8	0.3870 
FBtr0071065	1	38	1	14	269	0.3684	0.6316	0.4822 
FBtr0071066	10	27	14	23	256	0.6085	0.3915	0.4567 
FBtr0071067	45	48	37	29	664	0.7348	0.2652	0.4209 
FBtr0071068	53	148	2578	1238	2087	0.1720	0.828	0.0000 
FBtr0071069	12	15	277	121	249	0.3495	0.6505	0.0098 
FBtr0071070	21	132	28	58	1047	0.3295	0.6705	0.0008 
FBtr0071071	9	51	16	36	552	0.3971	0.6029	0.0678 
FBtr0071072	0	15	0	15	218	0.0000	1	1.0000 
FBtr0071073	7	38	10	15	344	0.2763	0.7237	0.0397 
FBtr0071074	7	38	10	15	344	0.2763	0.7237	0.0397 
FBtr0071075	19	70	24	45	614	0.5089	0.4911	0.0723 
FBtr0071076	9	58	11	20	475	0.2821	0.7179	0.0162 
FBtr0071077	2	72	1	31	594	0.8611	0.1389	1.0000 
FBtr0071078	26	63	8	36	545	1.8571	-0.8571	0.2078 
FBtr0071079	76	117	31	65	1224	1.3620	-0.362	0.2480 
FBtr0071081	23	13	21	9	112	0.7582	0.2418	0.7936 
FBtr0071083	88	56	288	105	1177	0.5729	0.4271	0.0078 
FBtr0071087	33	80	27	49	625	0.7486	0.2514	0.4260 
FBtr0071088	13	78	9	27	561	0.5000	0.5	0.1932 
FBtr0071089	17	53	5	62	830	3.9774	-2.9774	0.0097 
FBtr0071090	7	31	9	37	436	0.9283	0.0717	1.0000 
FBtr0071091	10	25	6	21	321	1.4000	-0.4	0.7706 
FBtr0071092	20	99	16	74	1117	0.9343	0.0657	0.8555 
FBtr0071093	2	13	0	10	199	0.0000	1	0.5000 
FBtr0071094	0	4	1	10	126	0.0000	1	1.0000 
FBtr0071095	0	4	1	10	126	0.0000	1	1.0000 
FBtr0071096	1	10	2	16	151	0.8000	0.2	1.0000 
